path	line	kind	op	function	callee	when	note
learning/core/drains.py	188	NOT:queue	read	_pending_queue_counts	defender._io.read_jsonl_rows_report	n-a	counts authorable vs held rows in a queue file for the wake gate
learning/core/drains.py	290	NOT:queue	read	_drain_one_curator	defender._io.read_jsonl_rows	n-a	reads channel rows to record a stuck fault when a curator faults
learning/core/drains.py	354	NOT:queue	write	_requeue_or_drop	.unlink	n-a	unlink an inflight lead-claim marker after hand-back
learning/core/drains.py	414	NOT:queue	write	apply	.unlink	n-a	unlink a served lead-claim marker after delivery
learning/core/drains.py	645	NOT:queue	mkdir	_record_pending_delivery	defender._io.guarded_mkdir	n-a	creates the _pending_delivery dir
learning/core/drains.py	662	NOT:queue	read	_pending_deliveries	.read_text	n-a	reads a pending-delivery record json under _pending_delivery
learning/core/drains.py	693	NOT:queue	write	_deliver_pending	.unlink	n-a	unlink a pending-delivery marker once delivered
learning/core/markers.py	15	NOT:queue	mkdir	_enqueue_marker	.mkdir	n-a	mkdir a run/lead queue dir before writing a marker
learning/core/markers.py	17	NOT:queue	write	_enqueue_marker	defender._io.write_atomic	n-a	writes a run-keyed marker into a LoopPaths queue dir
learning/core/markers.py	34	NOT:queue	mkdir	enqueue_case_for_curation	.mkdir	n-a	mkdir author queue dir before writing a curation marker
learning/core/markers.py	36	NOT:queue	write	enqueue_case_for_curation	defender._io.write_atomic	n-a	writes a case-keyed curation marker into the author queue
learning/core/markers.py	46	NOT:queue	write	rewrite_marker	defender._io.write_atomic	n-a	rewrites a queue marker's spec atomically
learning/core/markers.py	65	NOT:queue	mkdir	requeue_marker	.mkdir	n-a	mkdir queue marker's parent dir before staging a requeue
learning/core/markers.py	68	NOT:queue	write	requeue_marker	defender._io.write_atomic	n-a	stages a re-queue marker before hard-linking it into the slot
learning/core/markers.py	70	NOT:queue	write	requeue_marker	os.link	n-a	hard-link a staged temp file onto the queue marker name
learning/core/markers.py	76	NOT:queue	write	requeue_marker	.unlink	n-a	unlink the staged temp file after the requeue link
learning/core/markers.py	141	NOT:queue	mkdir	claim_markers	.mkdir	n-a	mkdir queue's inflight/ dir before claiming markers
learning/core/markers.py	148	NOT:queue	write	claim_markers	os.replace	n-a	os.replace a queue marker into inflight/ to claim it
learning/core/markers.py	185	NOT:queue	read	_read_spec	.read_text	n-a	reads a claimed marker's spec row
learning/core/markers.py	200	NOT:queue	mkdir	quarantine_marker	.mkdir	n-a	mkdir queue's failed/ dir before parking a failed marker
learning/core/markers.py	203	NOT:queue	write	quarantine_marker	.write_text	n-a	writes an unreadable marker into the queue's failed/ dead-letter dir
learning/core/markers.py	205	NOT:queue	write	quarantine_marker	.unlink	n-a	unlink the original queue marker once quarantined
learning/core/persist.py	74	NOT:queue	read	_rewrite_queue	defender._io.read_jsonl_rows	n-a	reads current queue rows before merging the rewrite
learning/core/persist.py	76	NOT:queue	write	_rewrite_queue	defender._io.write_atomic	n-a	rewrites the queue file wholesale with survivors
learning/core/persist.py	86	NOT:queue	append	_rewrite_queue	defender._io.append_jsonl	n-a	appends consumed rows to a channel's consumed sidecar
learning/core/persist.py	100	NOT:queue	mkdir	rotate_queue_locked	.mkdir	n-a	mkdir pending queue file's parent dir before locked rewrite
learning/core/persist.py	304	NOT:queue	append	append_pitfalls	defender._io.append_jsonl	n-a	appends failing rows verbatim to the pitfalls queue
learning/core/persist.py	308	NOT:queue	read	read_pitfalls	defender._io.read_jsonl_rows	n-a	reads all pitfalls queue rows
learning/core/persist.py	321	NOT:queue	read	rotate_pitfalls	defender._io.read_jsonl_rows	n-a	reads pitfalls queue rows to select this batch's consumed set
learning/core/quarantine.py	51	NOT:quarantine	write	_archive_tree	tarfile.open	n-a	tarfile.open w:gz writing a tainted worktree's gzipped archive
learning/core/quarantine.py	64	NOT:quarantine	read	_tree_verdict	.read_text	n-a	reads a quarantined worktree's own scrub-verdict sidecar
learning/core/quarantine.py	115	NOT:quarantine	mkdir	preserve_tainted_tree	.mkdir	n-a	mkdir the tainted-worktree quarantine dir
learning/core/quarantine.py	131	NOT:quarantine	write	preserve_tainted_tree	.unlink	n-a	unlink a half-written tainted-worktree tarball on archive failure
learning/core/quarantine.py	135	NOT:quarantine	write	preserve_tainted_tree	.write_text	n-a	writes the quarantine manifest json beside the tar archive
learning/frontend/build.py	534	NOT:viz_out	write	main	.write_text	n-a	writes lessons.json posture view alongside lessons.html
learning/frontend/build.py	537	NOT:viz_out	write	main	.write_text	n-a	writes lessons.html rendered posture page
learning/frontend/build.py	544	NOT:viz_out	write	main	.write_text	n-a	writes queues.json alongside queues.html
learning/frontend/build.py	546	NOT:viz_out	write	main	.write_text	n-a	writes queues.html rendered queue page
learning/frontend/serialize.py	217	NOT:viz_out	write	main	.write_text	n-a	writes lessons.json posture contract
learning/frontend/serialize_queues.py	160	NOT:queue	read	_rows	defender._io.read_jsonl_rows_report	n-a	tolerant read of a queue/graveyard/stuck file for the queue page
learning/frontend/serialize_queues.py	209	NOT:queue	read	_json_files	defender._io.read_text_utf8	n-a	reads *.json records from a pending-delivery-like dir for the queue page
learning/judge/__init__.py	315	judge_draw	mkdir	_prepare_world_prompt	defender._io.guarded_mkdir	end	creates worlds/<label>/judge/
learning/judge/__init__.py	345	stage_trace	names	_run_world_draws		end	names the episode wire_logs trace file for one judge draw's LLM call
learning/judge/__init__.py	383	judge_draw	write	_run_world_draws	.unlink	later	unlink an earlier pass's worlds/<X>/judge/<n>.yaml on malformed reply
learning/judge/__init__.py	396	judge_draw	write	_run_world_draws	defender._io.write_guarded	end	writes one judge draw worlds/<label>/judge/<n>.yaml
learning/judge/__init__.py	436	stage_trace	write	_write_wire_log	defender._io.write_guarded	end	writes the judge's one-line wire-log summary record
learning/judge/__init__.py	706	judge_draw	mkdir	_grade_bound_episode	defender._io.guarded_mkdir	end	creates worlds/family/judge/
learning/judge/__init__.py	908	judge_yaml	write	_write_judge_yaml	defender._io.write_guarded	end	writes the episode's judge.yaml grade record
learning/judge/enqueue.py	225	NOT:queue	read	_append_validated_rows	defender._io.read_jsonl_rows_report	n-a	reads a findings queue to count malformed rows, no-op append
learning/judge/enqueue.py	229	NOT:queue	write	_append_validated_rows	defender._io.guarded_mkdir	n-a	guarded_mkdir findings queue's parent dir before appending rows
learning/judge/enqueue.py	235	NOT:queue	read	_append_validated_rows	defender._io.read_jsonl_rows_report	n-a	reads findings queue rows before dedup append
learning/judge/enqueue.py	255	NOT:queue	read	_append_validated_rows	.open	n-a	checks findings queue's trailing byte before append
learning/judge/enqueue.py	257	NOT:queue	read	_append_validated_rows	.read	n-a	read last byte of pending findings queue file before append
learning/judge/enqueue.py	259	NOT:queue	append	_append_validated_rows	defender._io.write_guarded	n-a	appends new finding rows to a findings queue
learning/judge/enqueue.py	490	judge_draw	read	draws_on_disk_report	defender._io.read_guarded	end	reads a judge draw worlds/<X>/judge/<n>.yaml on the bare re-enqueue path
learning/judge/family.py	158	family,judge_yaml	read	screened_yaml_mapping	.read	later	bound.read shared by family.yaml manifest and judge.yaml grade readers
learning/judge/family.py	184	review_yaml	read	_default_review_reader	.read	later	bound.read of episode review.yaml
learning/judge/family.py	218	samples	read	_default_samples_reader	.read	later	bound.read of episode samples.yaml
learning/judge/family.py	615	gather_summaries	read	lead_chain	.read	later	world.read of worlds/<X>/gather_summaries/<lead_id>.md
learning/judge/family.py	648	alert,archive_proj	read	json_mapping	.read	later	shared bound.read for worlds/<X> alert.json, provenance.json, run_end.json
learning/judge/family.py	873	gather_summaries	read	summary_lead_ids	.entries	later	entries listing of worlds/<X>/gather_summaries/ for lead ids
learning/judge/family.py	907	served	read	_read_world_ledger	.read_jsonl	later	read_jsonl of episode served/<world>.jsonl decision ledger
learning/judge/family.py	1031	investigation	read	_read_archived_text	.read	later	bound.read of worlds/<world>/investigation.md
learning/judge/family.py	1065	gather_summaries	read	_check_gather_summaries	.entries	later	entries listing of worlds/<X>/gather_summaries/ dir
learning/judge/family.py	1155	served	names	world_ledger_name		live	the relative spelling of a world's served/<token>.jsonl ledger name
learning/judge/family.py	1182	report	read	read_archived_report	.read	later	bound.read of worlds/<X>/report.md
learning/judge/family.py	1306	gather_summaries	read	_archive_notes	.entries	later	entries listing of worlds/<X>/gather_summaries/ dir
learning/judge/family.py	1328	served	read	_missing_required_input	.entries	later	entries listing of episode served/ dir for the ledger file
learning/judge/family.py	1332	archive_proj	read	_missing_required_input	.entries	later	entries listing of worlds/<label> archive dir for report.md
learning/judge/family.py	1635	archive_proj	read	_repository_leads	.entries	later	entries listing of worlds/<label> archive dir for leads
learning/judge/render.py	376	alert	read	_sibling_row	.read	later	run.read of a sibling run dir's alert.json
learning/judge/render.py	430	alert	read	sibling_union	.entries	later	entries listing of runs base dir to find alert siblings
learning/judge/render.py	699	lessons_loaded	read	_render_bound_world	.read_jsonl	later	world.read_jsonl of worlds/<X>/lessons_loaded.jsonl
learning/lead_repository.py	203	lead_claim	read	load_leads	defender._io.read_guarded	end	reads gather_raw/<lead>.lead.json claim sidecar
learning/lead_repository.py	253	queries	read	load_queries_report	defender._io.read_jsonl_rows_report	end	reads executed_queries.jsonl table rows
learning/lead_repository.py	487	gather_raw	read	corpus_samples	defender._io.read_guarded	host	reads a query's raw payload for a corpus document sample
learning/lead_repository.py	547	queries,source_refs	write	stage_tables	.mkdir	later	mkdir learning run dir before copying executed_queries and source_refs
learning/lead_repository.py	552	queries	read	stage_tables	shutil.copy2	end	copies executed_queries.jsonl into the learning run dir's table (copies the run's record out to the staging/archive dir)
learning/lead_repository.py	563	gather_raw	read	stage_tables	shutil.copytree	end	copies gather_raw/ tree into the learning run dir's table (copies the run's record out to the staging/archive dir)
learning/lead_repository.py	593	gather_raw	read	_copy	shutil.copy2	end	per-entry copy during stage_tables' gather_raw copytree (copies the run's record out to the staging/archive dir)
learning/lead_repository.py	714	investigation	read	narration_crosscheck_from_run	defender._io.read_text_utf8	end	reads investigation.md for narration crosscheck
learning/leads/_lead_spine.py	32	NOT:queue	mkdir	_spawn_author_agent	.mkdir	n-a	mkdir lead-author pending queue dir before spawning agent
learning/leads/draft_synthesis.py	330	NOT:corpus	write	synthesize_drafts	defender._io.guarded_mkdir	n-a	guarded_mkdir catalog dir before writing a synthesized draft skill
learning/leads/draft_synthesis.py	331	NOT:corpus	write	synthesize_drafts	defender._io.write_atomic	n-a	writes a new draft query template under the catalog's _draft/ dir
learning/leads/lead_author/__init__.py	129	lead_author	write	_write_state	.mkdir	later	mkdir run_dir/lead_author/ before writing the done sentinel
learning/leads/lead_author/__init__.py	130	lead_author	write	_write_state	.write_text	end	writes a lead_author/ stage output file under a run
learning/leads/lead_author/_handoff.py	231	NOT:corpus	read	_draft_contradicts_skill	.read_text	n-a	reads a system-skill draft file's contradicts_skill flag
learning/leads/lead_author/_rules.py	78	NOT:corpus	read	_frontmatter_id	.read_text	n-a	reads a catalog or skills file's frontmatter id
learning/leads/lead_render.py	36	NOT:corpus	read	render_query	.read_text	n-a	reads a gather query catalog template to render its query body
learning/leads/pitfalls_curator.py	337	NOT:corpus	read	_readable_pair	defender._io.read_text_utf8	n-a	reads the pitfalls reducer skill doc to compare against HEAD
learning/leads/pitfalls_curator.py	647	NOT:queue	append	_graveyard_dropped_rows	defender._io.append_jsonl	n-a	appends terminally-dropped pitfalls rows to the pitfalls graveyard
learning/ops/trace_lesson.py	142	lessons_loaded	read	in_context_cases	defender._io.read_jsonl_rows	end	path to a run's lessons_loaded.jsonl, read next for exposures
learning/ops/trace_lesson.py	204	NOT:corpus	read	main	defender._io.read_text_soft	n-a	reads a lesson markdown file from defender/lessons
run_common.py	73	run_end	unlink	materialize_run_dir	.unlink	host	clears a stale run_end sidecar before materializing the run dir
run_common.py	79	gather_raw	mkdir	materialize_run_dir	.mkdir	host	creates gather_raw dir while materializing the run directory
run_common.py	80	alert	copy	materialize_run_dir	shutil.copy	host	copies the alert into the new run dir as alert.json
run_common.py	212	NOT:eval_case	read	held_out_alert_digests	.read_bytes	n-a	reads held-out fixture alert.json bytes to digest
run_common.py	220	alert	read	is_held_out_alert_copy	.read_bytes	end	reads the run's alert.json bytes to check held-out status
run_common.py	286	alert	read	enqueue_curation	.read_bytes	end	reads the run's alert.json bytes to derive case_id
runtime/bash_exec.py	579	NOT:tmp	read	_run_one_pipeline	.read	n-a	reads captured stderr from an anonymous tempfile, not a run record
runtime/bash_policy.py	21	NOT:corpus	read	_load_policy	.read_text	n-a	reads bash_policy.json deny-list corpus file
runtime/box/_docker.py	250	NOT:sysfile	read	_own_container_ids	defender._io.read_text_soft	host	NOT: reads host /etc/hostname to identify this container
runtime/box/_docker.py	253	NOT:sysfile	read	_own_container_ids	defender._io.read_text_soft	host	NOT: reads host /proc/self/mountinfo for the container's full id
runtime/box/_image.py	49	NOT:repo	read	image_tag	.read_bytes	host	NOT: hashes box.Dockerfile/uv.lock/pyproject.toml to derive the owned box image's name
runtime/box/_lifecycle.py	73	box_sentinel	write	_plant	defender._io.write_guarded	host	writes .box-sentinel token host-side before the box starts
runtime/box/_lifecycle.py	100	box_sentinel	unlink	_probe_sentinel	.unlink	host	removes a per-mount sentinel after a failed readback probe
runtime/box/_lifecycle.py	102	box_sentinel	unlink	_probe_sentinel	.unlink	host	removes the sentinel after a successful readback probe
runtime/branch/__init__.py	208	queries	read	validate	defender._io.read_jsonl_rows	host	reads executed_queries.jsonl to check the source run captured evidence
runtime/branch/_family.py	629	family	read	_read_document	defender._io.read_guarded	host	reads the episode's family.yaml manifest through the guarded lane
runtime/branch/_family.py	651	family	mkdir	write_family	defender._io.guarded_mkdir	host	creates the episode dir before writing family.yaml
runtime/branch/_family.py	656	family	write	write_family	defender._io.write_guarded	host	writes family.yaml manifest into the episode dir
runtime/branch/_family.py	669	family	read	manifest_digest	defender._io.read_guarded	host	re-reads family.yaml to compute/recheck its content digest
runtime/branch/_frontier.py	321	investigation	read	frontier_at_branch	defender._io.read_text_soft	host	reads source run's investigation.md to compute the frontier at branch point
runtime/branch/_frontier.py	454	queries	read	_known_leads	defender._io.read_jsonl_rows	host	reads executed_queries.jsonl lead ids for the branch census
runtime/branch/_seed.py	150	investigation	read	seed_investigation	defender._io.read_guarded	host	reads source run's investigation.md to cut the sibling's seed
runtime/branch/_seed.py	205	investigation	write	seed_investigation	defender._io.write_guarded	host	writes the cut prefix as the sibling's investigation.md seed
runtime/branch/_seed.py	251	alert	write	_inherit_evidence	defender._io.write_guarded	host	copies source run's alert.json bytes into the sibling run dir
runtime/branch/_seed.py	251	alert	read	_inherit_evidence	.read_bytes	host	reads source run's alert bytes to seed a sibling's copy
runtime/branch/_seed.py	264	queries	read	_inherit_evidence	defender._io.read_jsonl_rows	host	reads source executed_queries.jsonl rows, filtered by inherited leads
runtime/branch/_seed.py	265	queries	write	_inherit_evidence	defender._io.write_guarded	host	writes filtered rows as the sibling's executed_queries.jsonl
runtime/branch/_seed.py	308	gather_raw	mkdir	_inherit_lead_dir	defender._io.guarded_mkdir	host	creates the sibling's gather_raw/ before inheriting the source's lead dirs
runtime/branch/_seed.py	313	gather_summaries	mkdir	_inherit_lead_dir	defender._io.guarded_mkdir	host	creates the sibling's gather_summaries/ before inheriting
runtime/branch/_seed.py	339	gather_raw	write	_copy_artifact	defender._io.write_guarded	host	writes the inherited lead-dir entry into the sibling's gather_raw/ or gather_summaries/
runtime/branch/_seed.py	339	gather_raw,gather_summaries	read	_copy_artifact	.read_bytes	host	reads a source lead payload's bytes for a sibling copy
runtime/branch/_spec.py	166	session_pointer	read	open_source_store	.read_text	host	reads session_store_pointer.json to resolve/verify the source store
runtime/challenge_gate.py	167	review_record	write	write_review_record	defender._io.write_guarded	live	writes review_record.<turn>.json beside the run
runtime/challenge_gate.py	289	review_trace	mkdir	_write_trace_row	defender._io.guarded_mkdir	live	creates wire_logs dir before appending a review trace row
runtime/challenge_gate.py	290	review_trace	append	_write_trace_row	defender._io.write_guarded	live	appends one metadata(+raw reply) row to review_<role>_trace.jsonl
runtime/circuit_breaker.py	89	circuit_breaker	read	_load	.read_text	live	reads circuit_breaker.json breaker state for a system
runtime/close_tool.py	431	report	mkdir	_commit	defender._io.guarded_mkdir	end	creates run dir parent before writing report.md at close
runtime/close_tool.py	432	report	write	_commit	defender._io.write_guarded	end	writes report.md with the close tool's rendered disposition
runtime/driver/__init__.py	511	alert	read	_alert_doc_soft	.read_text	host	reads alert.json for item3's correlation-contract dispatch
runtime/driver/__init__.py	709	tool_trace	write	run_investigation	defender._io.write_guarded	end	writes an empty tool_trace.jsonl fallback when write_trace itself failed
runtime/driver/_build.py	263	NOT:corpus	read	_gather_instructions	.read_text	n-a	reads GATHER's skills/gather/SKILL.md system prompt
runtime/driver/_build.py	334	investigation	read	_fold_decision	.read_text	live	reads investigation.md to decide whether to fold this turn
runtime/driver/_prompts.py	48	NOT:corpus	read	_main_instructions	.read_text	n-a	reads MAIN's SKILL.md system prompt body
runtime/lead_zero/__init__.py	256	investigation	read	_is_declared	.read_text	host	reads investigation.md to check whether a lead id is declared
runtime/lead_zero/__init__.py	281	alert	read	resolve_lead_zero	defender._io.read_text_soft	host	reads alert.json to resolve lead-0's correlation lead
runtime/lead_zero/_capture.py	106	queries	read	_rows_for	defender._io.read_jsonl_rows	host	reads executed_queries.jsonl rows for one lead during lead-0
runtime/lead_zero/_capture.py	173	gather_raw	read	_capture_issue	.read_text	live	reads a gather_raw payload json to elide a captured document (correlation task runs concurrently with the agent, driver:675)
runtime/lead_zero/_capture.py	241	circuit_breaker	read	_breaker_failures	.read_text	live	reads circuit_breaker.json to count system failures for item1 (correlation task runs concurrently with the agent, driver:675)
runtime/lead_zero/_capture.py	379	investigation	read	_declare_l_finding	.read_text	host	reads investigation.md before appending lead-0's declaration
runtime/lead_zero/_capture.py	389	investigation	write	_declare_l_finding	defender._io.write_guarded	host	writes lead-0's :L findings row into investigation.md
runtime/observe.py	116	wire_log,policy_denials	append	__init__	defender._io.open_guarded	live	RequestLogger opens its log for append (wire log; policy denials via denial_logger, observe.py:245-252)
runtime/observe.py	281	stage_trace	mkdir	stage_trace_path	defender._io.guarded_mkdir	host	creates <root>/wire_logs/ for a stage trace
runtime/observe.py	392	tool_trace	write	write_trace	defender._io.write_guarded	end	writes tool_trace.jsonl with usage/result events after the run
runtime/orient.py	64	alert	read	_alert_signature	defender._io.read_text_utf8	host	reads alert.json to extract rule id for lessons signature
runtime/orient.py	73	alert	read	_raw_alert	defender._io.read_text_soft	host	reads alert.json raw text for the orientation prompt section
runtime/orient.py	89	NOT:corpus	read	_invlang_grammar	defender._io.read_text_soft	n-a	reads skills/invlang/SKILL.md grammar reference into the prompt
runtime/permission/files.py	543	investigation	read	decide_write	.read_text	live	reads investigation.md baseline to gate an append-only write
runtime/permission/files.py	582	investigation	read	_decide_investigation_write	.read_text	live	reads investigation.md baseline for the frames-suite gate wrapper
runtime/review/__init__.py	34	NOT:corpus	read	role_prompt	defender._io.read_text_utf8	n-a	reads a review role's prompt .md file verbatim
runtime/run_end.py	125	run_end	write	write_sidecar	defender._io.write_guarded	end	writes <run>.run-end.json sidecar beside the run dir
runtime/scrub.py	139	scrub_verdict	write	_write_verdict	defender._io.write_guarded	end	writes <tree>.scrub-verdict.json beside the scanned tree
runtime/scrub.py	162	scrub_verdict	read	tree_verified	.read_text	end	reads scrub verdict sidecar to check ran:true
runtime/session_store.py	283	session_db	open	_bare_connect	sqlite3.connect	live	opens the lineage's SQLite store (every read and append goes through this connection)
runtime/session_store.py	695	session_db	mkdir	open_store	defender._io.guarded_mkdir	live	creates <sessions>/ beside the runs base
runtime/session_store.py	750	session_pointer	write	write_case_pointer	defender._io.write_guarded	live	writes session_store_pointer.json naming the case/session
runtime/session_store.py	754	session_pointer	read	resolve_store_path	.read_text	live	reads session_store_pointer.json for store_path
runtime/session_store.py	765	session_pointer	read	resolve_session_id	.read_text	live	reads session_store_pointer.json for session_id
runtime/tools/_bash.py	239	tool_seam	mkdir	_guarded_parents	defender._io.guarded_mkdir	live	creates parents of a model-declared write path
runtime/tools/_deps.py	251	lessons_loaded	append	_record_lesson_load	defender._io.write_guarded	live	appends a row to lessons_loaded.jsonl on a corpus read/push
runtime/tools/_document.py	97	investigation	read	read_companion	defender._io.read_plain	live	reads investigation.md once per model request via read_plain
runtime/tools/_document.py	357	investigation	write	_tool_append_block	defender._io.write_guarded	live	writes an appended block onto investigation.md
runtime/tools/_document.py	729	investigation	write	_tool_fix_row	defender._io.write_guarded	live	writes a repaired/deleted flagged row back into investigation.md
runtime/tools/_files.py	54	tool_seam	read	_probe_read_text	defender._io.read_text_utf8	live	model-declared read-allowed path; read by read/edit-file tools
runtime/tools/_files.py	157	tool_seam	write	_tool_write_file	defender._io.write_guarded	live	model-declared write_allow path (MAIN: investigation.md; curators: corpus targets)
runtime/tools/_files.py	199	tool_seam	write	_tool_edit_file	defender._io.write_guarded	live	model-declared write_allow path, same target set as write_file
runtime/tools_gather.py	427	gather_summaries	mkdir	_persist_gather_summary	defender._io.guarded_mkdir	live	creates gather_summaries dir before writing a lead's summary
runtime/tools_gather.py	428	gather_summaries	write	_persist_gather_summary	defender._io.write_guarded	live	writes gather_summaries/<lead_id>.md wrapped summary
runtime/verb_roster.py	93	NOT:corpus	mkdir	generate_roster	.mkdir	n-a	creates skills/<role>/ dir for the generated verb-roster.md
runtime/verb_roster.py	94	NOT:corpus	write	generate_roster	.write_text	n-a	writes generated verb-roster.md under skills/<role>/
runtime/verb_roster.py	105	NOT:corpus	read	load_roster	.read_text	n-a	reads committed verb-roster.md under skills/<role>/
runtime/verb_roster.py	219	NOT:corpus	read	audit_read_surfaces	.read_text	n-a	reads SKILL.md/execution.md/query templates for a verb-mention audit
runtime/verbs.py	544	NOT:repo	read	read_roster	.read_bytes	host	reads an adapter module's source bytes to parse verb names
scripts/adapters/_stub_transport.py	110	NOT:corpus	read	_parse_env_file	.read_text	n-a	reads a system's knowledge/environment config.env file
scripts/adapters/elastic_adapter.py	129	NOT:corpus	read	config_from	.read_text	n-a	reads knowledge/environment/systems/elastic/config.env
scripts/adapters/tacit_knowledge_adapter.py	261	NOT:corpus	read	read_registry	defender._io.read_text_utf8	n-a	reads skills/<system>/registry.yaml tacit-knowledge registry
scripts/case_history/case_ticket.py	89	NOT:corpus	read	_load_mapping	.read_bytes	n-a	reads knowledge/environment/systems/case-history mapping.yaml
scripts/case_history/case_ticket.py	214	alert	read	read_case_record	.read_text	end	reads alert.json to derive the ticket signature_id
scripts/case_history/ticket_writer.py	101	alert	read	open_case_ticket	.read_text	end	reads alert.json to build the open-ticket payload
scripts/case_history/ticket_writer.py	280	ticket_write	write	_write_receipt	defender._io.write_guarded	end	writes the ticket_write.json receipt after posting
scripts/gather_tools/record_query.py	223	queries	read	lead_rows	defender._io.read_jsonl_rows	live	reads executed_queries.jsonl rows for a lead
scripts/gather_tools/record_query.py	267	gather_raw	write	persist_payload	defender._io.guarded_mkdir	live	guarded_mkdir gather_raw/<lead_id>/ before writing the payload sidecar
scripts/gather_tools/record_query.py	268	gather_raw	write	persist_payload	defender._io.write_guarded	live	writes the gather_raw payload sidecar for a query result
scripts/gather_tools/record_query.py	367	queries	append	append_query_row	defender._io.write_guarded	live	appends a row to executed_queries.jsonl
scripts/gather_tools/record_query.py	415	queries	read	system_for_payload_operands	defender._io.read_jsonl_rows	live	reads executed_queries.jsonl to attribute a payload's system
scripts/gather_tools/sql.py	195	NOT:tmp	write	_run	builtins.open	live	writes stdin payload to a scratch tempdir, not a run record
scripts/gather_tools/sql.py	224	NOT:stdio	write	_run	json.dump	live	writes query result rows to stdout
scripts/gather_tools/sql.py	233	NOT:tmp	write	_run	shutil.rmtree	n-a	rmtree the duckdb query's scratch temp dir
scripts/lessons/lessons_fm.py	116	NOT:corpus	read	cmd_show	.read_text	n-a	reads a lesson .md file from the corpus for display
scripts/lessons/lessons_frontier.py	781	investigation	read	main	defender._io.read_text_soft	n-a	reads investigation.md given via --investigation CLI arg
scripts/visualize/visualize_data.py	61	investigation	read	split_investigation_phases	.read_text	end	reads investigation.md to split into phases
scripts/visualize/visualize_episode.py	83	NOT:repo	read	<module>	.read_text	n-a	reads the episode page's own stylesheet asset
scripts/visualize/visualize_episode.py	780	archive_proj	read	_load_episode	.entries	later	entries listing of episode worlds/ dir for archived dirs
scripts/visualize/visualize_episode.py	823	judge_draw	read	_load_draws	.entries	later	entries listing of worlds/<label> dir to find judge/ draws
scripts/visualize/visualize_episode.py	870	episode_runs	read	_build_roster	.entries	later	entries listing of episode runs/ dir for run-dir names
scripts/visualize/visualize_episode.py	942	tool_trace	read	_result_event	.read_jsonl	later	read_jsonl of a runs/<name>/tool_trace.jsonl result event
scripts/visualize/visualize_episode.py	965	investigation	read	_load_world_archive	.read	later	bound.read of worlds/<label>/investigation.md
scripts/visualize/visualize_episode.py	1003	archive_proj	read	_load_world_leads	.entries	later	entries listing of worlds/<label> archive dir for leads
scripts/visualize/visualize_episode.py	1053	stage_trace	read	_load_wire_logs	.entries	later	entries listing of episode-root wire_logs/ dir
scripts/visualize/visualize_episode.py	1065	stage_trace	read	_load_wire_logs	.read_jsonl	later	read_jsonl of episode-root wire_logs/*_framed_trace.jsonl
scripts/visualize/visualize_episode.py	1077	stage_trace	read	_load_wire_logs	.read_jsonl	later	read_jsonl of episode-root wire_logs/*_trace.jsonl
scripts/visualize/visualize_episode.py	1390	learning_html	write	_write_page	defender._io.write_guarded	end	writes learning.html at the episode root
scripts/visualize/visualize_messages.py	34	wire_log	read	load_messages	defender._io.read_jsonl_rows	end	reads the run's wire log, with legacy fallback
scripts/visualize/visualize_primitives.py	16	NOT:repo	read	<module>	.read_text	n-a	reads the shared stylesheet asset, not a run record
scripts/visualize/visualize_primitives.py	143	alert	read	render_alert_block	.read_text	end	reads alert.json to render the alert block
scripts/visualize/visualize_primitives.py	145	alert	read	render_alert_block	.read_text	end	fallback raw read of alert.json when JSON parse fails
scripts/visualize/visualize_run.py	73	runtime_html	write	render_and_mirror	.write_text	end	writes runtime.html at the run root
scripts/visualize/visualize_run.py	78	NOT:viz_out	mkdir	render_and_mirror	.mkdir	n-a	mkdir run-visualizations/<run> mirror dir for the rendered page
scripts/visualize/visualize_run.py	80	NOT:viz_out	copy	render_and_mirror	shutil.copyfile	end	mirrors runtime.html into run-visualizations/ outside the run dir
scripts/visualize/visualize_run.py	289	NOT:repo	read	<module>	.read_text	n-a	reads the shared runtime.js asset, not a run record
scripts/visualize/visualize_run.py	317	policy_denials	read	_render_policy_denials_section	defender._io.read_jsonl_rows	end	reads policy_denials.jsonl to render denial rows
scripts/visualize/visualize_run.py	334	tool_trace	read	render_runtime_page	defender._io.read_jsonl_rows	end	reads tool_trace.jsonl for event stats
scripts/visualize/visualize_runtime.py	403	review_record	read	_review_records	defender._io.read_text_soft	end	reads each review_record.<n>.json attempt file
scripts/visualize/visualize_runtime.py	429	review_trace	read	_review_trace	defender._io.read_text_soft	end	reads a review_<role>_trace.jsonl wire log
